epoch,mean_return,best_return,std_0,std_1,std_2,std_3,distribution_entropy,mean_duration_seconds,mean_overwhelmed_triggers,mean_impatient_triggers,mean_distracted_triggers
11,-67.95961111111112,-41.108333333333334,0.12704217001486445,0.18552610826546873,0.4165523374074046,0.0670211920017863,-1.6505313052280777,210.26277777777779,0.9,18.544444444444444,3.1222222222222222
12,-49.62483333333333,-26.305000000000003,0.1473583041860524,0.2300293679558159,0.4726805131357082,0.07078103250532565,-1.106182156400842,155.8038888888889,1.077777777777778,12.944444444444446,1.9222222222222223
13,-67.3533888888889,-40.33166666666667,0.170594785296331,0.15540590034327711,0.3964374346710624,0.04734886827589068,-1.9298743567020327,187.31166666666664,0.5666666666666667,18.62222222222222,4.555555555555556
14,-53.06383333333333,-27.718333333333334,0.1499356543384041,0.14260643598366043,0.21939980218140975,0.053476112803393136,-2.6148414012924643,166.41611111111115,0.6555555555555554,14.788888888888891,2.111111111111111
15,-44.59588888888888,-26.74666666666667,0.10993274270655194,0.15223509350336933,0.24443607044062116,0.07018973235947487,-2.4798163987007182,139.9588888888889,0.6222222222222222,11.388888888888888,2.6666666666666665
16,-52.239555555555555,-31.75666666666667,0.07287802948438829,0.14118375605380773,0.16666103596958717,0.04761178241811774,-3.7373752066042694,156.1733333333333,1.088888888888889,13.822222222222221,2.3111111111111113
17,-49.616611111111105,-34.07666666666667,0.05207492637486101,0.12600452935734485,0.12106151997150337,0.07118557503940748,-4.104676510168893,145.9438888888889,0.711111111111111,13.677777777777779,2.4111111111111114
18,-43.34755555555556,-20.54,0.033517363754822324,0.10441926695788856,0.08466671840926483,0.1163475689718262,-4.599484564778451,143.92000000000002,0.36666666666666664,12.122222222222222,1.6222222222222227
19,-52.98766666666667,-33.335,0.03672041360411578,0.1635868582428397,0.10116231783755585,0.10964393791096794,-3.940625539684537,166.9877777777778,1.1111111111111112,13.922222222222224,1.9999999999999998
20,-44.98261111111112,-32.528333333333336,0.03567702586609603,0.11152267224236898,0.10012329865581567,0.10889505928698925,-4.369745053230117,137.6038888888889,0.8333333333333333,11.988888888888889,1.9555555555555555
21,-52.98583333333333,-35.69166666666667,0.039879904095692385,0.10837234479305263,0.11783488194842145,0.09574365566090039,-4.252862802769247,157.6361111111111,1.1555555555555554,13.9,2.4
22,-45.32205555555557,-28.143333333333334,0.03725570472258543,0.10797709379694222,0.1576253602970512,0.07753716224118656,-4.24456437865082,144.77611111111113,0.3666666666666666,12.466666666666667,2.2222222222222223
23,-67.8321111111111,-28.715000000000003,0.03777042747024953,0.08821282482666966,0.16408648692263084,0.10703358457708301,-4.070451862220837,236.9877777777778,0.4666666666666666,18.555555555555554,2.5777777777777775
24,-46.96266666666668,-30.63666666666667,0.03272572310191029,0.12533497514559558,0.1463949005104096,0.07358408710963543,-4.351379058090626,154.51555555555558,0.9444444444444444,11.01111111111111,2.8555555555555556
25,-46.55711111111111,-31.343333333333334,0.02861851015849401,0.09805507395851222,0.18144477596555378,0.05718994182566525,-4.768354582836708,148.46000000000004,1.1777777777777778,11.455555555555557,2.044444444444444
26,-52.41866666666668,-28.140000000000004,0.02724893199760548,0.09943568004529182,0.15993315728733895,0.04327846750178892,-5.208330466106668,164.85333333333335,0.8777777777777778,13.633333333333333,2.577777777777778
27,-54.30200000000001,-28.703333333333333,0.014376632288583225,0.1179760275328719,0.17314202297830297,0.053065666771144035,-5.393539062944568,186.57555555555555,1.0333333333333332,13.711111111111112,2.0444444444444447
28,-40.269555555555556,-23.611666666666668,0.013234270024578713,0.11593979975416967,0.19549288585649138,0.07944212947489315,-4.96883340037766,133.58444444444447,0.9555555555555557,10.044444444444446,1.5000000000000002
29,-33.82961111111111,-20.148333333333337,0.008003450794201715,0.09979370882513443,0.23062602743546942,0.0602822893328818,-5.732453220510376,124.96277777777777,0.34444444444444444,9.0,0.977777777777778
30,-44.634888888888895,-23.368333333333336,0.00653710850267059,0.1843904078768869,0.25071779032540625,0.0364551976610512,-5.740304738079907,148.79333333333335,0.31111111111111106,12.48888888888889,1.7666666666666666
