epoch,mean_return,best_return,std_0,std_1,std_2,std_3,distribution_entropy,mean_duration_seconds,mean_overwhelmed_triggers,mean_impatient_triggers,mean_distracted_triggers
1,-54.41511111111111,-27.281666666666666,0.4,0.6,0.8,0.1,1.72290913287029,173.26222222222225,0.9888888888888889,14.322222222222223,2.244444444444445
2,-53.22283333333335,-33.961666666666666,0.271783239850805,0.5605504209670983,0.6414763601169956,0.1446990774765006,1.4170856393826594,173.33944444444444,0.5111111111111112,14.61111111111111,2.3111111111111113
3,-49.01733333333334,-26.265000000000004,0.25761268017085814,0.5802982986349908,1.0013414662844806,0.15581692648213058,1.9175101297111767,153.7288888888889,0.7555555555555554,13.399999999999999,1.9111111111111112
4,-55.10527777777779,-27.096666666666664,0.24708769372088055,0.5344547180465512,0.6687192841737527,0.14815780742127854,1.3393656733639752,165.275,0.388888888888889,15.91111111111111,2.5999999999999996
5,-48.90483333333334,-22.816666666666674,0.16941111564218506,0.37851995621379414,0.6429461816525427,0.1217821020603089,0.3816246317060983,152.82611111111112,0.6777777777777776,13.255555555555556,2.2
6,-48.93322222222221,-28.753333333333334,0.35241502901947275,0.3185784949203223,0.4423741690151479,0.06468074842928188,-0.06496887971910326,152.44333333333333,1.0888888888888888,12.811111111111112,1.8555555555555554
7,-42.39277777777779,-23.01666666666667,0.24041120420112475,0.35844930881477893,0.504904023456327,0.09852327862773265,0.2235322871484331,139.0388888888889,0.4888888888888889,11.644444444444444,1.6222222222222225
8,-52.20216666666667,-31.733333333333338,0.20225536538312613,0.22604163405538316,0.44441947777836527,0.06726207301785882,-0.9196512822754527,162.46611111111113,1.4666666666666666,13.18888888888889,1.8555555555555558
9,-43.475,-32.593333333333334,0.1106612366436034,0.2180736735627094,0.5157264033589033,0.05307060083724846,-1.6467608955321844,145.41666666666666,0.9333333333333333,10.71111111111111,1.8888888888888888
10,-49.45527777777777,-36.916666666666664,0.10781491472493823,0.2550235392263578,0.3973120252872117,0.053908094345303456,-1.7614925571880122,150.3305555555556,0.2777777777777778,13.888888888888888,2.766666666666666
