epoch,mean_return,best_return,std_0,std_1,std_2,std_3,std_4,distribution_entropy,mean_duration_seconds,mean_overwhelmed_triggers,mean_impatient_triggers,mean_distracted_triggers
1,-77.11566666666666,-41.475,0.4,0.6,0.8,0.1,0.05,0.14611539252097172,206.48999999999995,0.6,23.266666666666666,3.7666666666666666
2,-69.10533333333333,-28.92,0.3908258919126224,0.5761184561764957,0.728410404299193,0.09487022699839572,0.04742106526368669,-0.11706716218260449,209.71999999999997,0.5333333333333333,19.833333333333332,3.1666666666666665
3,-56.84016666666667,-24.880000000000003,0.33924014989258194,0.5037998073537209,0.6612967291893014,0.09147662729094487,0.06694090511985315,-0.1811001181168994,183.73500000000004,0.6,15.366666666666667,2.6666666666666665
4,-86.93416666666666,-29.840000000000003,0.32037861844256277,0.3959174670427251,0.6176886334892231,0.09397832173772724,0.08139459933969692,-0.32501691621692375,271.3416666666667,0.23333333333333334,25.6,3.8333333333333335
5,-65.92,-22.980000000000004,0.27566710193209387,0.49019607885002914,0.42646756533456903,0.07772865527088439,0.07304768281880794,-0.9302115557080974,212.53333333333336,0.6666666666666666,18.0,3.0
6,-63.91566666666667,-20.865000000000002,0.28065421594882345,0.4566508284285127,0.38739543985168606,0.07839201996164497,0.07403751643820608,-1.0573012589033088,206.49000000000004,0.5,17.466666666666665,3.1666666666666665
7,-53.16033333333334,-21.8,0.28940969912464176,0.5901592559932525,0.374830264065764,0.08990375568842429,0.0639228259473446,-0.8129584523540817,166.93666666666664,0.7333333333333333,13.7,3.066666666666667
8,-61.07616666666666,-26.54,0.3346839114189228,0.6695940885280397,0.37630833409444187,0.06766813220116806,0.04302718184174084,-1.2173692547670916,194.76166666666668,0.5333333333333333,16.6,3.1333333333333333
9,-56.99583333333335,-20.490000000000002,0.265479412668845,0.6778339262134376,0.36243795122266476,0.05465678807753579,0.045294756104549756,-1.6365261475628534,189.95833333333337,0.2,15.566666666666666,3.033333333333333
10,-49.58899999999999,-27.525,0.27531778539658003,0.6235431956078376,0.27028320442361703,0.053427018649123574,0.04744675963384896,-1.9533445407905659,164.55666666666667,0.7666666666666667,12.166666666666666,2.8666666666666667
11,-70.87166666666667,-23.870000000000005,0.2985874437688441,0.7113929286419408,0.26440974053609123,0.06634831423330624,0.0397887517651463,-1.7217934214978607,227.38333333333335,0.26666666666666666,19.7,3.8333333333333335
12,-53.580666666666666,-24.545,0.34757342438038824,0.6708948075080257,0.32273135521508145,0.07128991032974645,0.03397587716764102,-1.515269593479062,180.47333333333336,1.0,12.633333333333333,3.1333333333333333
13,-79.84033333333333,-40.345,0.4135844209717838,0.6403124953276745,0.3310174628570225,0.06711918640298213,0.039551646655853374,-1.2710173416094348,197.07000000000002,1.3,21.3,6.166666666666667
14,-66.67016666666669,-34.56,0.42244588232628455,0.5341119500813959,0.29613838060603426,0.048515665048452374,0.03816032481349356,-1.9029069760904813,178.70166666666668,1.1333333333333333,18.766666666666666,3.3666666666666667
15,-62.72550000000001,-28.28,0.372924543118192,0.40294218760663714,0.2738549620674137,0.0495724516149785,0.03760087497629997,-2.3808533104567093,197.255,1.3666666666666667,15.466666666666667,3.3
16,-47.12550000000001,-22.305,0.5363937937109298,0.42340306923987076,0.3009285256930306,0.04031222123994688,0.037140618301406705,-2.092651876524588,167.92166666666665,0.36666666666666664,11.133333333333333,3.3
17,-68.83466666666666,-41.75,0.56814326645554,0.4219359516880391,0.2348714257998596,0.038037551565904305,0.03542923103579185,-2.39170725710421,172.3466666666667,0.26666666666666666,19.8,5.466666666666667
18,-45.22183333333333,-20.5,0.4709230254423277,0.45458853198227295,0.2554949567565392,0.04119640929004244,0.024975725181834125,-2.6905382611210253,156.88500000000002,0.5333333333333333,11.166666666666666,2.533333333333333
19,-73.514,-34.625,0.49613693411529874,0.4013705888057132,0.23278103731224314,0.04929253735091523,0.025592044860396103,-2.6521940906304735,193.14,0.6333333333333333,21.166666666666668,4.666666666666667
20,-54.55933333333333,-29.175,0.4678952735839943,0.32140530532621286,0.2780626542964974,0.04093341845038034,0.034612711174981194,-2.639122012798644,192.26000000000002,0.6,12.966666666666667,3.5
21,-60.74816666666667,-32.635000000000005,0.4364750416966404,0.319598054675414,0.29025515056406415,0.03998246658536531,0.0368567269578099,-2.63204886630834,176.1483333333334,0.5,16.5,4.066666666666666
22,-52.54233333333333,-20.455000000000002,0.4574279389297885,0.40801684736910687,0.2790337695197294,0.035065326810902644,0.03339120774004419,-2.6103176626853135,173.42333333333332,0.43333333333333335,13.333333333333334,3.4
23,-64.85233333333333,-36.75,0.4513780404008526,0.4260765476172121,0.30264421711608064,0.03292275059067104,0.030053517736604432,-2.6674579364024593,165.19000000000003,0.6333333333333333,16.466666666666665,6.433333333333334
24,-64.25766666666668,-31.78,0.4385385396375037,0.42135365142706843,0.2498756262538987,0.03279774156537392,0.027564074036070554,-2.9893273061756265,194.57666666666665,0.23333333333333334,17.966666666666665,3.966666666666667
25,-49.29566666666667,-22.080000000000002,0.4750142160185096,0.4668382207641947,0.23182087243405555,0.044494524177423535,0.027247602178749577,-2.5884595964660035,158.95666666666668,0.4,12.333333333333334,3.566666666666667
26,-49.724,-21.725,0.6702189268407813,0.4187576463730689,0.14213602207908246,0.04089873209297792,0.03029701608721518,-2.820254178264829,164.57333333333332,1.1,11.566666666666666,2.8666666666666667
27,-58.122833333333325,-35.935,0.597354408693376,0.4278177817226055,0.14394421237512747,0.039321453341567725,0.028391181971084582,-3.0056011110282705,155.22833333333335,1.2,13.7,5.2
28,-66.84466666666667,-33.785000000000004,0.46119849978632843,0.5101765153143267,0.14648550685253311,0.03957367087398593,0.026761961514385566,-3.1234263717963904,167.78000000000003,1.3333333333333333,17.566666666666666,4.8
29,-69.26133333333334,-34.71,0.3635058510428789,0.5043287473987292,0.16331893311544907,0.04269895347650289,0.027150809800142575,-3.1737737856571675,185.28000000000003,0.43333333333333335,19.266666666666666,5.233333333333333
30,-69.58933333333334,-33.85,0.3701730393558254,0.43374410035060595,0.1458282122573082,0.041159564950251436,0.022500312372264752,-3.644243594891283,202.56,0.26666666666666666,20.166666666666668,3.966666666666667
