epoch,mean_return,best_return,success_rate,mean_duration_seconds,mean_overwhelmed_triggers,mean_impatient_triggers,mean_distracted_triggers
1,-65.965,-65.965,1.0,219.65,1.0,14.0,6.0
2,-75.185,-65.965,1.0,211.85000000000002,1.5,19.0,5.0
3,-73.555,-65.965,1.0,208.88333333333335,1.3333333333333333,17.666666666666668,6.0
4,-71.35000000000001,-64.735,1.0,208.50000000000003,1.0,17.5,5.75
5,-72.88700000000001,-64.735,1.0,208.87000000000003,1.4,17.2,6.0
6,-72.50583333333334,-64.735,1.0,208.39166666666668,1.1666666666666667,17.666666666666668,5.833333333333333
7,-74.5757142857143,-64.735,1.0,208.61428571428573,1.2857142857142858,17.857142857142858,6.428571428571429
8,-71.969375,-53.725,1.0,207.19375000000002,1.125,17.0,6.375
9,-70.33666666666666,-53.725,1.0,205.5888888888889,1.0,16.444444444444443,6.444444444444445
10,-71.075,-53.725,1.0,204.75000000000003,0.9,16.8,6.7
11,-70.28136363636364,-53.725,1.0,204.6318181818182,0.8181818181818182,16.545454545454547,6.7272727272727275
12,-71.66208333333334,-53.725,1.0,206.62083333333337,0.75,17.083333333333332,6.916666666666667
13,-70.67538461538462,-53.725,1.0,206.75384615384615,0.6923076923076923,16.846153846153847,6.769230769230769
14,-70.0475,-53.725,1.0,206.18928571428572,0.6428571428571429,16.642857142857142,6.785714285714286
15,-70.32366666666667,-53.725,1.0,205.90333333333334,0.6666666666666666,16.666666666666668,6.866666666666666
16,-70.2340625,-53.725,1.0,206.09062500000002,0.6875,16.4375,7.0
17,-69.21470588235293,-52.905,1.0,205.08823529411768,0.6470588235294118,16.058823529411764,7.0
18,-69.2361111111111,-52.905,1.0,205.69444444444446,0.6111111111111112,16.27777777777778,6.833333333333333
19,-68.42052631578946,-52.905,1.0,205.25789473684213,0.5789473684210527,16.0,6.7894736842105265
20,-69.33725,-52.905,1.0,206.37250000000003,0.6,16.3,6.85
