epoch,batch_mean_return,batch_best_return,batch_best_theta_0,batch_best_theta_1,batch_best_theta_2,batch_best_theta_3,mu_0,mu_1,mu_2,mu_3,std_0,std_1,std_2,std_3,mean_success_rate,mean_duration_seconds,mean_overwhelmed_triggers,mean_impatient_triggers,mean_distracted_triggers,mean_reward_time,mean_reward_overwhelmed,mean_reward_impatient,mean_reward_distracted
0,-27.1192,-27.1018,2.6218868319017727,3.0218868319017727,2.600360956645166,0.7940564716391214,2.1708933785716624,2.8703423197393283,2.351403307008334,0.7312379746486708,0.6380230902673696,0.21439091243785957,0.35220185081207206,0.08886969706511895,1.0,131.192,0.0,7.0,0.0,-13.119200000000001,0.0,-14.0,0.0
